node,name,type,neighbors,connections
"(:Concept {section: 1. Temporal reasoning from antiquity to modern days,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The modern era of formal temporal logic was initiated by the seminal
work of Arthur N. Prior, with important precursors such as H.
Reichenbach, J. Findlay, J. Łukasiewicz, and J.
 Łoś.[1]
 From the early 1950s, Prior introduced and analyzed in detail over
more than a decade several different versions of Tense Logic, many of
which are discussed here. Prior’s invention of Tense Logic was
largely driven by philosophical considerations. In particular, the
Master Argument of Diodorus Chronus and the intricate relationship
between time, (in)determinism, God’s foreknowledge, and human
freedom played a pivotal role in his work. Prior was convinced that a
proper logical approach could help to clarify and resolve such
philosophical problems. He introduced temporal operators, studied
metric tense logic, was a pioneer in hybrid logic, and devised two
versions of branching time logic, which he took to reflect the views
of Ockham and Peirce, respectively. His work paved the way for the
development of the vast and diverse field of temporal logic, with
numerous important applications not only in philosophy, but also in
computer science, artificial intelligence, and linguistics. For more
on Prior’s views and work, see the special issue Albretsen et
al. (2016), the four volumes of the recent book series Logic and
Philosophy of Time (Hasle et al. 2017; Blackburn et al. 2019;
Jakobsen et al. 2020; Hasle et al. 2020); and the entry on
 Arthur Prior.
 A comprehensive overview of the history of temporal reasoning and
logics is provided in Øhrstrøm and Hasle (1995). See
also Øhrstrøm and Hasle (2006) and Dyke and Bardon
(2013, Part I).})",null,logic_concept,[],1
"(:Concept {section: 2. Formal models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Philosophers have extensively discussed the ontological nature and
properties of time. Several aspects of the debate are reflected in the
rich variety of formal models of time as they have been explored in
temporal logics. For example, is time instant-based or interval-based?
Is it discrete, dense, or continuous? Does time have a beginning or an
end? Is it linear, branching, or circular? Before we turn to the
formal languages of temporal logics and their semantics, we briefly
introduce below the two most basic types of formal models of time
together with some of their pertinent properties: instant-based and
interval-based models.})",null,logic_concept,[],1
"(:Concept {section: 2.1 Instant-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: In instant-based models, the primitive temporal entities are points in
time, i.e. time instants, and the basic relationship between
them is temporal precedence. Accordingly, the flow of time is
represented by a non-empty set of time instants \(T\) with a binary
relation \(\prec\) of precedence on it: \(\mathcal{T} = \left\langle
T, \prec \right\rangle.\)})",null,logic_concept,[],1
"(:Concept {section: 2.1 Instant-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: There are some basic properties which can naturally be imposed on
instant-based flows of time. The temporal precedence relation
\(\prec\) is usually required to be a strict partial ordering, that
is, an irreflexive, transitive, and hence asymmetric relation. In
computer science, however, one often uses the reflexive closure
\(\preceq \) of the precedence relation, and then the asymmetry
condition is replaced by antisymmetry. A list of key properties is
provided below.})",null,logic_concept,[],1
"(:Concept {section: 2.1 Instant-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: One fundamental distinction in the realm of instant-based models of
time is the distinction between linear models, where the flow of time
is depicted as a line, and backward-linear models, which allow for a
tree-like representation, supporting the view that the past is fixed
(and hence linear) while the future may be open (branching into
multiple future possibilities). In either case, the temporal ordering
may or may not contain minimal or maximal elements, corresponding to
first or last instants in time, respectively.})",null,logic_concept,[],1
"(:Concept {section: 2.1 Instant-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Another important distinction is between discrete models of time,
which are prevalent in computer science, and dense or continuous ones,
which are more common in natural sciences and philosophy. In
forward-discrete (resp. backward-discrete) models, each time instant
that has a successor (resp. predecessor) has an immediate successor
(resp. immediate predecessor). In dense models, by contrast, between
any two subsequent time instants, there is another instant.})",null,logic_concept,[],1
"(:Concept {section: 2.1 Instant-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Many, but not all, properties that may be imposed on an instant-based
model of time \(\mathcal{T} = \left\langle T, \prec \right\rangle\)
can be expressed by first-order sentences as follows (where
\(\preceq\) is an abbreviation of \(x\prec y \lor x=y\)):})",null,logic_concept,[],1
"(:Concept {section: 2.1 Instant-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Note that, in linear models, the two discreteness conditions simplify
to})",null,logic_concept,[],1
"(:Concept {section: 2.1 Instant-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Key examples of properties that cannot be expressed by first-order
sentences, but require a second-order language with quantification
over sets, are continuity, well-ordering, the
finite interval property, and forward/backward
induction. Continuity demands that there be ‘no gaps’
in the temporal order. Not only must the temporal order be dense, it
must also be Dedekind complete (i.e., every non-empty set of
time instants that has an upper bound has a least upper bound). The
ordering of the real numbers fulfills this condition, but the rational
numbers do not. To see this, consider the set of all rational numbers
whose square is less than 2 and note that \(\sqrt{2}\) is not
rational. An instant-based model of time is well-ordered if there are
no infinite descending chains (i.e., every non-empty, linear set of
time instants has a least element), and it has the finite interval
property if between any two comparable time instants there are at most
finitely many instants. The natural numbers are well-ordered and have
the finite interval property, the integers are not well-ordered but
have the finite interval property, and the rationals are neither
well-ordered nor do they have the finite interval property. Lastly, a
partial order is forward (resp. backward) inductive if there are
‘no transfinite forward (resp. backward) jumps’ (i.e.,
every infinite ascending (resp. descending) chain lacks a strict upper
(resp. lower) bound). As we will see in
 Section 3.6,
 these second-order properties can be expressed in propositional
temporal languages.})",null,logic_concept,[],1
"(:Concept {section: 2.2 Interval-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: In contrast to instant-based models of time, interval-based models
rely on time intervals, i.e. periods rather than instants, as
the primitive entities. They can, and have been, motivated by
considerations concerning Zeno’s famous flying arrow paradox: If
the flying arrow is always at an instant and if at each instant the
arrow is at rest, then how is movement possible? By modelling the
flight of the arrow as an event that occupies a temporal interval the
paradox can arguably be avoided. Other examples that naturally invoke
interval-based reasoning are: “Last night Alice cried a lot
while writing the letter, and then she calmed down” and
“Bill was drinking his tea when the postman came”.})",null,logic_concept,[],1
"(:Concept {section: 2.2 Interval-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Interval-based models usually presuppose linear time. But they are
richer than instant-based models as there are more possible
relationships between time intervals than between time instants. An
interval-based model of time can, for instance, include the relations
temporal precedence \(\prec,\) inclusion
\(\sqsubseteq,\) and overlap \(O\) over a given set of time
intervals \(T\): formally, \(\mathcal{T}= \left\langle
T,\prec,\sqsubseteq, O \right\rangle.\) Some natural properties of
such interval-based relations include:})",null,logic_concept,[],1
"(:Concept {section: 2.2 Interval-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: In an influential early work on interval-based temporal ontology and
reasoning in AI, Allen (1983) considered the family of all binary
relations that can arise between two intervals in a linear order,
subsequently called Allen relations. These 13 relations,
displayed in
 Table 1,
 are mutually exclusive and jointly exhaustive, i.e., exactly one of
them holds between any given pair of strict intervals (excluding
point-intervals). Moreover, they turn out to be definable in terms of
only two of them, viz. in terms of ‘meets’ and
‘met-by’ (Allen 1983).})",null,logic_concept,[],1
"(:Concept {section: 2.2 Interval-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Table 1: Allen relations between time
intervals and the corresponding Halpern-Shoham modal operators (see
 Section 6).})",null,logic_concept,[],1
"(:Concept {section: 2.2 Interval-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: More abstract questions can also be posed: assume, for example, that
we are provided with a structure defined by a set of interval
relations (of arbitrary arity) that are required to fulfill certain
conditions. Can this structure be represented by a concrete
interval-based model over linear time? Answers are provided by various
representation theorems, see e.g. van Benthem (1983); Ladkin (1987);
and Venema (1990).})",null,logic_concept,[],1
"(:Concept {section: 2.3 Instant-based vs. interval-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The choice between instants and intervals as the primary objects of
temporal ontology has been a highly debated philosophical theme since
the times of Zeno and Aristotle (Øhrstrøm and Hasle
1995). Technically, the two types of temporal ontologies are closely
related, and they are reducible to each other: on the one hand, time
intervals can be defined by pairs of time instants (beginning and
end); on the other hand, a time instant can be construed as a
degenerate interval, viz. as a point-interval whose beginning and end
points coincide.})",null,logic_concept,[],1
"(:Concept {section: 2.3 Instant-based vs. interval-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Still, the technical reductions do not resolve the question whether
sentences are to be evaluated with respect to instants or with respect
to intervals, and one may argue that both instants and intervals are
needed as mutually complementary. Two-sorted point-interval models
were studied in e.g. Balbiani et al. (2011), and more complex models
of time have been investigated as well, including models of time
granularity (Euzenat and Montanari 2005), which allow for different
resolution levels of temporal intervals (e.g. minutes, hours, days,
years, etc.), metric and layered temporal models (Montanari 1996),
etc.})",null,logic_concept,[],1
"(:Concept {section: 2.3 Instant-based vs. interval-based models of time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Here we focus mainly on instant-based logics and discuss
interval-based logics in somewhat less detail. For further discussion
on the ontological primacy of instants versus intervals in temporal
logics, see Hamblin (1972); Kamp (1979); Humberstone (1979); Galton
(1996); as well as van Benthem (1983; 1984), who provides a detailed
comparative exploration of both approaches. A more philosophical and
historical overview is provided in e.g. Øhrstrøm and
Hasle (1995; 2006); Dyke and Bardon (2013); Meyer (2013); and Goranko
(2023).})",null,logic_concept,[],1
"(:Concept {section: 3. Prior’s basic tense logic TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: In this section, we discuss the language, semantics, and
axiomatization of the basic tense logic TL introduced by Prior (1957;
1967; 1968), who is widely regarded as the founding father of temporal
logic. Prior’s motivation for inventing tense logic was largely
philosophical, and his ideas were inspired by the use of tense in
natural language. The innovative feature of Prior’s approach was
that he treated propositions as tensed rather than tenseless.
Technically, this was achieved by the introduction of temporal
operators into the language, which were given a modal-logic style
semantics. In view of the pivotal role that tense played in his
framework, Prior himself referred to his account as Tense
Logic, whereas nowadays the more general expression Temporal
Logic is more prevalent.})",null,logic_concept,[],1
"(:Concept {section: 3.1 Prior’s tense operators,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The basic language of Prior’s Tense Logic TL extends the
standard propositional language (with atomic propositions and
truth-functional connectives) by four temporal operators with intended
meaning as follows:})",null,logic_concept,[],1
"(:Concept {section: 3.1 Prior’s tense operators,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: For example, “It will always be the case that Prior invented
Tense Logic” translates in TL as \(GP(\mathsf{Prior\ invents\
TL})\), which can be glossed as “It is always going to be the
case that it was the case that Prior invents Tense Logic”.
Formulae not containing temporal operators are considered present
tensed.})",null,logic_concept,[],1
"(:Concept {section: 3.1 Prior’s tense operators,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The language of TL contains one pair of temporal operators for the
past, \(P\) and \(H\), and one pair of temporal operators for the
future, \(F\) and \(G\). The operators \(P\) and \(F\) are often
referred to as the ‘weak’ temporal operators, while \(H\)
and \(G\) are known as the ‘strong’ ones. The respective
past and future operators are duals of each other, i.e., they are
interdefinable by means of the following equivalences:})",null,logic_concept,[],1
"(:Concept {section: 3.1 Prior’s tense operators,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: In light of these equivalences, the set of formulae of TL can be
recursively defined as follows, over a given set of atomic
propositions \(PROP\): 
\[
\varphi := p \in {PROP} \mid \lnot \varphi \mid (\varphi \land \varphi) \mid
P\varphi \mid F\varphi.
\]
 The truth-functional connectives
\(\vee,\to,\) and \(\leftrightarrow\) as well as the logical constants
\(\top\) and \(\bot\) are definable in terms of \(\lnot\) and
\(\land\) as usual. Besides, we can define \(A\varphi =H\varphi \wedge
\varphi \wedge G\varphi\) and, dually, \(E\varphi =P\varphi \vee
\varphi \vee F\varphi,\) which on linear flows of time mean
“always” and “sometime”, respectively.})",null,logic_concept,[],1
"(:Concept {section: 3.1 Prior’s tense operators,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: As said, Prior’s introduction of the temporal operators was
motivated by the use of tense in natural language, and indeed, various
tenses in natural language can, at least approximately, be captured in
TL. For example:})",null,logic_concept,[],1
"(:Concept {section: 3.1 Prior’s tense operators,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Hamblin and Prior showed that, in models of linear time, any sequence
of temporal operators reduces to a sequence of at most two operators.
In total, they identified 15 different such combinations — or
tenses, as they called them (see Prior 1967, Chapter III.5).
These combinations seem to surpass the number of verbal tenses in e.g.
English, but there are also temporal features of natural language that
cannot be captured in TL: Prior’s temporal operators cannot, for
instance, distinguish between the simple past and the present perfect
(“I wrote a letter” vs. “I have written a
letter”), a distinction that drove Reichenbach’s work.
Moreover, they are not suited to model the linguistic differentiation
between perfective and imperfective aspect (“I wrote a
letter” vs. “I was writing a letter”), which is
arguably more adequately dealt with in an interval-based framework.
For details, see Kuhn and Portner (2006) and the entry on
 tense and aspect.})",null,logic_concept,[],1
"(:Concept {section: 3.2 Semantics of TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The standard semantics of TL is essentially a Kripke-style semantics,
familiar from modal logic. In modal logic, sentences are evaluated
over so-called Kripke frames consisting of a non-empty set of possible
worlds and an accessibility relation between them. In temporal logic,
the possible worlds are time instants, and the accessibility relation
has a concrete interpretation in terms of temporal precedence. In
other words, sentences are evaluated over instant-based models of time
\(\mathcal{T}=\left\langle T, \prec \right\rangle\), hereafter called
temporal frames. Note that so far no conditions, like
transitivity, irreflexivity, etc., are imposed on the precedence
relation \(\prec\).})",null,logic_concept,[],1
"(:Concept {section: 3.2 Semantics of TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Given a set of atomic propositions \(PROP\), a temporal model
for TL is a triple \(\mathcal{M}= \left\langle T, \prec, V
\right\rangle\) where \(\mathcal{T} =\left\langle T, \prec
\right\rangle\) is a temporal frame and \(V: PROP \rightarrow
\mathcal{P}(T)\) is a valuation function that assigns to each
atomic proposition \(p\in{PROP}\) the set of time instants \(V(p)
\subseteq T\) at which \(p\) is considered true. (Equivalently, the
valuation can be given by a function \(I: T\times{PROP}\to
\{\mathit{true},\mathit{false}\},\) which assigns a truth value to
each atomic proposition at each time instant in the temporal frame, or
by a labeling or state description \(L: T \to
\mathcal{P}({PROP})\), which assigns to each time instant the set of
atomic propositions that are considered true at that instant.)})",null,logic_concept,[],1
"(:Concept {section: 3.2 Semantics of TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The truth of an arbitrary formula \(\varphi\) of TL at a given
time instant \(t\) in a temporal model \(\mathcal{M}\) (denoted
\(\mathcal{M},t \models\varphi\)) is then defined inductively as
follows:})",null,logic_concept,[],1
"(:Concept {section: 3.2 Semantics of TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: That is, a formula of the form \(P\varphi\) is true at an instant
\(t\) iff \(\varphi\) is true at some earlier instant \(t',\) while
\(F\varphi\) is true at \(t\) iff \(\varphi\) is true at some later
instant \(t'.\) Accordingly, for the duals \(H\) and \(G\), we have
that \(H\varphi\) is true at \(t\) iff \(\varphi\) is true at all
earlier instants \(t',\) and \(G\varphi\) is true at \(t\) iff
\(\varphi\) is true at all later instants \(t'.\)})",null,logic_concept,[],1
"(:Concept {section: 3.2 Semantics of TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Note that, from the point of view of modal logic, there are two
different accessibility relations involved here: an
‘earlier-relation’ in the case of the past operators and a
‘later-relation’ in the case of the future operators. In
temporal logic, these two relations are covered by a single precedence
relation; after all, ‘earlier’ and ‘later’ are
just converses of each other (i.e., \(t\) is earlier than \(t'\) iff
\(t'\) is later than \(t\)).})",null,logic_concept,[],1
"(:Concept {section: 3.2 Semantics of TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: A formula \(\varphi\) of TL is valid in a temporal model
\(\mathcal{M}\) (denoted \(\mathcal{M} \models \varphi\)) iff it
is true at every time instant in that model. Moreover, we say that
\(\varphi\) is valid in a temporal frame \(\mathcal{T}\)
(denoted \(\mathcal{T} \models \varphi\)) iff it is valid in every
model on that frame. Accordingly, a formula \(\varphi\) is
valid (denoted \(\models \varphi\)) iff it is valid in all
temporal frames, i.e. true at all time instants in all temporal
models. A formula \(\varphi\) is satisfiable iff its negation
is not valid, i.e. if \(\varphi\) is true at some time instant in some
temporal model.})",null,logic_concept,[],1
"(:Concept {section: 3.3 Standard translation of TL into first-order logic,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: As in the case of modal logic, the language and semantics of TL can be
translated into classical first-order logic (see e.g. van Benthem
1983).})",null,logic_concept,[],1
"(:Concept {section: 3.3 Standard translation of TL into first-order logic,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Suppose that the set of atomic propositions of TL is given by
\({PROP}=\left\{p_{0},p_{1},...\right\}\), and let \(L_{1}\) be a
first-order language with a denumerable set of unary predicate symbols
\(\mathcal{P}=\left\{P_{0},P_{1},...\right\}\), one for each atomic
proposition of TL, and a binary predicate symbol \(R\) for the
precedence relation. The standard translation \(ST\) of TL
into \(L_{1}\) is defined as follows, where \(\theta[y/x]\) is the
result of substituting \(y\) for all free occurrences of \(x\) in
\(\theta\):})",null,logic_concept,[],1
"(:Concept {section: 3.3 Standard translation of TL into first-order logic,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Not every first-order formula has a correspondent in TL. Actually, by
carefully re-using variables, TL can be translated into the
two-variable fragment FO\(^{2}\) of first-order logic, which
eventually implies decidability (since validity in FO\(^{2}\) is
decidable, as shown by Grädel and Otto 1999). For instance, the
example above can be re-written as})",null,logic_concept,[],1
"(:Concept {section: 3.3 Standard translation of TL into first-order logic,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Given the standard translation, every temporal model
\(\mathcal{M}=\left\langle T,\prec ,V\right\rangle\) can be regarded
as an \(L_{1}\)-model where \(R\) is interpreted by \(\prec\) and each
\(P_{i}\) by \(V(p_{i}).\) Then:})",null,logic_concept,[],1
"(:Concept {section: 3.3 Standard translation of TL into first-order logic,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Thus, validity of a formula of TL in a temporal model is a first-order
property. Validity in a temporal frame, on the other hand, turns out
to be a second-order property as it involves universal quantification
over valuations. If we treat the unary predicates from \(\mathcal{P}\)
as predicate variables of a second-order language \(L_{2}\)
that range over all subsets of \(T\), every temporal frame
\(\mathcal{T} = \langle T,\prec\rangle\) can be regarded as an
\(L_{2}\)-model. We have:})",null,logic_concept,[],1
"(:Concept {section: 3.3 Standard translation of TL into first-order logic,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The standard translation of TL into first-order logic enables a
systematic treatment of various aspects of temporal logic with the
tools and techniques of classical logic (see e.g. van Benthem 2001;
Blackburn et al. 2007). However, since TL validity is essentially
second-order, when it comes to frame definability, there are also
interesting divergences. As we will see in
 Section 3.6,
 not all first-order properties of temporal frames are definable by
temporal formulae; and vice versa, not all properties of temporal
frames that can be expressed by formulae of TL are first-order
definable. A non-trivial correspondence between temporal logic and
first-order logic as alternative languages for describing properties
of time emerges, see e.g. van Benthem (1995).})",null,logic_concept,[],1
"(:Concept {section: 3.4 Tense logic, first-order logic, and McTaggart’s time series,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The standard translation discussed in the previous section links the
semantics of Prior’s basic tense logic to first-order logic.
Yet, there are crucial differences between the two approaches. In
fact, in the early days of temporal logic, Prior’s approach was
perceived as a rival to more conventional approaches using first-order
logic. The rivalry between tense logic and first-order logic can be
seen as reflecting a fundamental distinction concerning the nature of
time, namely the distinction between the A-series and the B-series of
time introduced by McTaggart (1908).})",null,logic_concept,[],1
"(:Concept {section: 3.4 Tense logic, first-order logic, and McTaggart’s time series,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Roughly speaking, the A-series characterizes time and temporal order
in terms of past, present, and future. The B-series, in contrast, is
based on the notions ‘earlier’ and ‘later’.
McTaggart argued that the B-series is insufficient because it lacks an
appropriate notion of change, and he rejected the A-series as
inconsistent because what is future now will be past, which, according
to him, requires that one and the same time instant has incompatible
properties. From this he concluded that time is unreal. For a detailed
discussion of McTaggart’s account and its philosophical
relevance, see Ingthorsson (2016) and the entry on
 time.})",null,logic_concept,[],1
"(:Concept {section: 3.4 Tense logic, first-order logic, and McTaggart’s time series,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: There is arguably a close correspondence between the A-series
conception of time and tense logic, on the one hand, and between the
B-series conception and first-order logic, on the other, as was
already noted by Prior (1967, Chapter 1). Consider, for example, the
sentence “It was light, it is dark, and it will be light
again.” This sentence can be formalized in TL as 
\[P(\mathsf{light}) \wedge \mathsf{dark} \wedge F(\mathsf{light})\]

while its first-order formulation reads 
\[\exists t_0 (t_0 \prec t_1 \wedge \mathsf{light}(t_0)) \wedge \mathsf{dark}(t_1) \wedge \exists t_2 (t_1 \prec t_2 \wedge \mathsf{light}(t_2)).\]
 The TL formula
consists of tensed propositions, and it invokes the local perspective
of the present. Accordingly, the truth value of the formula changes
over time. The first-order formula, by contrast, is built up from
tenseless propositions and has a fixed truth value once and for all.
Here we are provided with predicates of time instants rather than
tenses, and the perspective involved is an overarching, global one.
Prior felt that not everything that can be expressed in a tensed
language can likewise be expressed in a tenseless one, his classic
example being: “Thank goodness, that’s over!” (Prior
1959).})",null,logic_concept,[],1
"(:Concept {section: 3.5 Axiomatic system \(\mathbf{K}_{t}\) for TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Like every formal logical system, temporal logic has two major
aspects: a semantic and a deductive one. In this
section, we present a deductive system for TL, viz. the minimal
temporal logic \(\mathbf{K}_{t}\). The system we are providing is
a Hilbert-style axiomatic one, i.e., it consists of lists of axioms
and inference rules. The system was first studied by Lemmon, following
earlier axiomatizations proposed by Hamblin and Prior (see Rescher and
Urquhart 1971, Chapter VI).})",null,logic_concept,[],1
"(:Concept {section: 3.5 Axiomatic system \(\mathbf{K}_{t}\) for TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The list of axioms of the minimal temporal logic \(\mathbf{K}_{t}\)
extends classical propositional logic by the following four axiom
schemata:})",null,logic_concept,[],1
"(:Concept {section: 3.5 Axiomatic system \(\mathbf{K}_{t}\) for TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The first two axiom schemata are the temporal correspondents of the
so-called K-axiom of modal logic, hence the terminology
\(\mathbf{K}_{t}\). The third and fourth axiom schemata capture the
interaction of the past and future operators. They guarantee that
these operators exploit converse temporal relations, viz. earlier and
later, respectively.})",null,logic_concept,[],1
"(:Concept {section: 3.5 Axiomatic system \(\mathbf{K}_{t}\) for TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The inference rules comprise, in addition to the classical modus
ponens, two necessitation rules for the temporal
operators (where \(\vdash\) means “deducible”):})",null,logic_concept,[],1
"(:Concept {section: 3.5 Axiomatic system \(\mathbf{K}_{t}\) for TL,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The axiomatic system \(\mathbf{K}_{t}\) is sound and complete for
validity in TL: all and only those formulae that are valid in TL can
be deduced from the axioms according to the rules. For a proof, see
e.g. Rescher and Urquhart (1971); McArthur 1976; Goldblatt (1992); and
Gabbay et al. (1994).})",null,logic_concept,[],1
"(:Concept {section: 3.6 Expressing temporal properties in TL and extensions of \(\mathbf{K}_{t}\),source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The minimal temporal logic \(\mathbf{K}_{t}\) captures those
validities of TL that do not depend on any specific assumptions
concerning the properties of the temporal precedence relation. In this
section, we will see that many natural properties of temporal frames
can be expressed by temporal formulae, and, taken as additional
axioms, these formulae can often be used to define logics on the
relevant subclasses of temporal frames.})",null,logic_concept,[],1
"(:Concept {section: 3.6 Expressing temporal properties in TL and extensions of \(\mathbf{K}_{t}\),source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: A temporal formula of TL expresses (defines or
corresponds to) a property of temporal frames if the formula
is valid in all and only those frames that have the property. The most
important correspondences between properties of temporal frames (see
list in
 Section 2.1)
 and TL formulae include:})",null,logic_concept,[],1
"(:Concept {section: 3.6 Expressing temporal properties in TL and extensions of \(\mathbf{K}_{t}\),source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: The principle (LIN) combines forward-linearity (LIN-F) and
backward-linearity (LIN-P) in a single condition. The resulting
formula is, however, not sufficient to guarantee the connectedness of
the temporal frame. In other words, it cannot rule out disjoint linear
time lines. Moreover, (FIN-INT) is equivalent to the conjunction of
(IND\(_{H}\)) and (IND\(_{G}\)). Note that (IND\(_{H}\)) implies
forward-discreteness and that (IND\(_{G}\)) implies
backward-discreteness, but not conversely. For instance, a time flow
consisting of a copy of the natural numbers followed by a copy of the
integers is backward-discrete, but does not satisfy (IND\(_{G}\)). To
see this, assume that \(\varphi\) is true on the copy of the natural
numbers but not on the copy of the integers and evaluate at the
initial point of the structure.})",null,logic_concept,[],1
"(:Concept {section: 3.6 Expressing temporal properties in TL and extensions of \(\mathbf{K}_{t}\),source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Recall that the last five properties mentioned above — Dedekind
completeness, well-ordering, the finite interval property, and
forward/backward induction — are not definable by first-order
sentences. However, they can be expressed by temporal formulae. On the
other hand, some very simple first-order definable properties of
temporal frames, such as irreflexivity or asymmetry, are not
expressible in TL. Proofs of some of the correspondence claims listed
above can be found in Goranko (2023). For more results and details on
the expressibility of properties of temporal frames, see Segerberg
(1970); Rescher and Urquhart (1971); Burgess (1979); van Benthem
(1983; 1995); Goldblatt (1992); and Hodkinson and Reynolds (2007).})",null,logic_concept,[],1
"(:Concept {section: 3.6 Expressing temporal properties in TL and extensions of \(\mathbf{K}_{t}\),source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: By extending the list of axioms of \(\mathbf{K}_{t}\) with one or
several of the above principles one can axiomatize the logics of
various natural models of time; that is, there are axiomatic
extensions that are sound and complete for validity on the relevant
class of temporal frames. Some of these extensions were already
studied in the early days of Temporal Logic. Prior (1967) discusses
various systems resulting from different combinations of axioms. We
provide some important ones below:})",null,logic_concept,[],1
"(:Concept {section: 3.6 Expressing temporal properties in TL and extensions of \(\mathbf{K}_{t}\),source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: As the axiomatizations of the number systems illustrate, the fact that
(LIN) is not sufficient to guarantee connectedness, or that
irreflexivity is not definable in TL, does not hamper axiomatizbility
(even though it requires some manipulations in the completeness
proofs, see e.g. Blackburn et al. 2001, Chapter 4). Indeed,
connectedness and irreflexivity do not yield any new validities.})",null,logic_concept,[],1
"(:Concept {section: 3.6 Expressing temporal properties in TL and extensions of \(\mathbf{K}_{t}\),source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: Each of the above logics turns out decidable (i.e., it has a
decidable set of validities). This is typically shown by proving the
finite model property: “Every satisfiable formula is
satisfiable in a finite model”. In most cases, such proofs
involve non-standard models. For proofs of completeness of (variations
of) these axiomatic systems as well as proofs of decidability, see
Segerberg (1970); Rescher and Urquhart (1971); Burgess (1979); Burgess
and Gurevich (1985); Goldblatt (1992); and Gabbay et al. (1994).})",null,logic_concept,[],1
"(:Concept {section: 4. Extensions of TL over linear time,source: https://plato.stanford.edu/entries/logic-temporal/,type: logic_concept,content: A natural class of instant-based models of time is the class of linear
models, and soon after Prior’s invention of Tense Logic several
extensions of TL over linear time have been proposed. In this section,
we discuss two such extensions: the Next Time operator and
the operators Since and Until. We then introduce the
linear time temporal logic LTL, which is based on those operators and
has important applications in computer science.})",null,logic_concept,[],1
